Opportunity_ID,Target
10689,0.8448348
10690,0.8858513
10691,0.7475811
10692,0.6932279
10693,0.92621696
10694,0.92621696
10695,0.17293435
10696,0.25740224
10697,0.6260635
10698,0.63245684
10699,0.77737665
10700,0.9219465
10701,0.95118684
10702,0.9481955
10703,0.9883519
10704,0.921944
10705,0.9527419
10706,0.43725815
10707,0.15978657
10708,0.27498877
10709,0.98917234
10710,0.756011
10711,0.8747589
10712,0.9452513
10713,0.7684982
10714,0.57529855
10715,0.7100074
10716,0.4731617
10717,0.6054987
10718,0.732887
10719,0.8925665
10720,0.25968263
10721,0.55528754
10722,0.9054001
10723,0.9410104
10724,0.93655425
10725,0.9922511
10726,0.63218534
10727,0.37494606
10728,0.99198616
10729,0.7285824
10730,0.90761626
10731,0.0023210947
10732,0.9349675
10733,0.9349675
10734,0.5704815
10735,0.95622814
10736,0.9371131
10737,0.772862
10738,0.7145776
10739,0.53510845
10740,0.15860274
10741,0.9556503
10742,0.92009157
10743,0.52859676
10744,0.49166793
10745,0.49166793
10746,0.49166793
10747,0.49166793
10748,0.8434245
10749,0.7634311
10750,0.78564525
10751,0.7242471
10752,0.7242471
10753,0.6614161
10754,0.8423405
10755,0.89951956
10756,0.9132259
10757,0.0055112937
10758,0.1052244
10759,0.0022665502
10760,0.0007597839
10761,0.92503154
10762,0.7092762
10763,0.83424
10764,0.87615204
10765,0.36210516
10766,0.8596193
10767,0.88302594
10768,0.5824608
10769,0.60609806
10770,0.13360907
10771,0.0031674798
10772,0.95331246
10773,0.7875701
10774,0.13388115
10775,0.08054422
10776,0.096665435
10777,0.8536437
10778,0.9705668
10779,0.9398609
10780,0.8940696
10781,0.7683011
10782,0.6819876
10783,0.3770809
10784,0.8829041
10785,0.50247717
10786,0.00045047744
10787,0.7957685
10788,0.8118774
10789,0.004035371
10790,0.67710674
10791,0.8608299
10792,0.55085254
10793,0.9113056
10794,0.9113056
10795,0.876275
10796,0.710427
10797,0.7029076
10798,0.7556671
10799,0.47665665
10800,0.47645783
10801,0.3093456
10802,0.46365467
10803,0.0067742537
10804,0.8986682
10805,9.1453876e-05
10806,0.9469183
10807,0.28155434
10808,0.5121576
10809,0.6209105
10810,0.0006404241
10811,0.0031092272
10812,0.94075704
10813,0.00044619644
10814,0.00044904463
10815,0.85555327
10816,0.0025661087
10817,0.07538616
10818,0.91109794
10819,0.0027467937
10820,0.91403687
10821,0.005642176
10822,0.0006760004
10823,0.949748
10824,0.0015190106
10825,0.5604893
10826,0.8211267
10827,0.99075025
10828,0.87347716
10829,0.9848163
10830,0.2818296
10831,0.56914103
10832,0.5286195
10833,0.3275757
10834,0.00056276034
10835,0.7237716
10836,0.82193685
10837,0.6975981
10838,0.46210852
10839,0.0038509162
10840,0.45793635
10841,0.0028348821
10842,0.8034176
10843,0.80104244
10844,0.7465949
10845,0.9663797
10846,0.7782277
10847,0.8502738
10848,0.0019250446
10849,0.78212166
10850,0.8400926
10851,0.7510958
10852,0.75430864
10853,0.51598823
10854,0.8112464
10855,0.7671686
10856,0.7459826
10857,0.72046113
10858,0.8371641
10859,0.001475995
10860,0.08207339
10861,0.0003389943
10862,0.25185797
10863,0.186622
10864,0.98654383
10865,0.9756639
10866,0.0011054208
10867,0.055492315
10868,0.73608243
10869,0.020011608
10870,0.65013176
10871,0.9471184
10872,0.001310911
10873,0.3620494
10874,0.8837241
10875,0.9440539
10876,0.8729217
10877,0.9578637
10878,0.65826684
10879,0.3153204
10880,0.39872304
10881,0.8818919
10882,0.5957892
10883,0.12826166
10884,0.41310108
10885,0.7635536
10886,0.79825956
10887,0.019477373
10888,0.8765079
10889,0.8418362
10890,0.8765079
10891,0.87743956
10892,0.7747425
10893,0.024655038
10894,0.8775944
10895,0.8767464
10896,0.8778915
10897,0.8895823
10898,0.14714363
10899,0.7655175
10900,0.90310276
10901,0.95454955
10902,0.50487405
10903,0.0019334576
10904,0.20789808
10905,0.9008946
10906,0.8140876
10907,0.57974976
10908,0.00052898616
10909,0.8909483
10910,0.0033149598
10911,0.94150287
10912,0.5809194
10913,0.92502177
10914,0.047799747
10915,0.91149116
10916,0.54932344
10917,0.3425806
10918,0.8612042
10919,0.17192994
10920,0.9178979
10921,0.92984843
10922,0.74709564
10923,0.8417744
10924,0.77747244
10925,0.7033725
10926,0.0019232379
10927,0.0016906076
10928,0.68853575
10929,0.87975717
10930,0.83225405
10931,0.93491304
10932,0.9897826
10933,0.8193011
10934,0.431161
10935,0.7597398
10936,0.7132093
10937,0.001310509
10938,0.15339516
10939,0.6371342
10940,0.7914131
10941,0.0031059165
10942,0.0025594095
10943,0.0058578555
10944,0.0013773009
10945,0.26782337
10946,0.9131053
10947,0.5600069
10948,0.27602273
10949,0.64158577
10950,0.0027524317
10951,0.0033870814
10952,0.91324615
10953,0.26289022
10954,0.9131686
10955,0.10883034
10956,0.106145315
10957,0.09561777
10958,0.09267639
10959,0.0005167314
10960,0.94169724
10961,0.80718213
10962,0.0012471564
10963,0.00070634997
10964,0.97196454
10965,0.00023818626
10966,0.86166203
10967,0.83127385
10968,0.000943173
10969,0.8270082
10970,0.18769081
10971,0.59965676
10972,0.9802045
10973,0.5529327
10974,0.061788
10975,0.90518653
10976,0.87872505
10977,0.95159125
10978,0.6475077
10979,0.9342577
10980,0.63548297
10981,0.45869282
10982,0.19370618
10983,0.17035285
10984,0.013896987
10985,0.0004581923
10986,0.88970125
10987,0.89735854
10988,0.002807709
10989,0.36009973
10990,0.17566976
10991,0.05688049
10992,0.0007051007
10993,0.95812386
10994,0.0005249595
10995,0.8036688
10996,0.7881228
10997,0.10255099
10998,0.94280154
10999,0.7236783
11000,0.00059814635
11001,0.14624026
11002,0.645277
11003,0.0024754168
11004,0.88237697
11005,0.73667186
11006,0.9026965
11007,0.8321523
11008,0.113804996
11009,0.9356164
11010,0.9185732
11011,0.680717
11012,0.81336284
11013,0.19921505
11014,0.6301437
11015,0.27859902
11016,0.0008161787
11017,0.87313104
11018,0.39001617
11019,0.7922305
11020,0.030481303
11021,0.49714693
11022,0.847062
11023,0.31263354
11024,0.42283162
11025,0.9306577
11026,0.9306406
11027,0.93064255
11028,0.13806783
11029,0.9324387
11030,0.13393022
11031,0.94947684
11032,0.21308094
11033,0.9150914
11034,0.0009646924
11035,0.00041409204
11036,0.77282435
11037,0.8684087
11038,0.8126062
11039,0.94387096
11040,0.0035572655
11041,0.9278051
11042,0.82910585
11043,0.68973976
11044,0.692331
11045,0.0015443491
11046,0.24463053
11047,0.7259383
11048,0.7103236
11049,0.22560002
11050,0.3836648
11051,0.71984607
11052,0.0017154532
11053,0.00051513995
11054,0.013771111
11055,0.38326937
11056,0.0034000473
11057,0.6751448
11058,0.0027471883
11059,0.24635221
11060,0.13700642
11061,0.56085837
11062,0.0014016171
11063,0.8916882
11064,0.89105326
11065,0.791524
11066,0.95180506
11067,0.6741898
11068,0.9518036
11069,0.04242128
11070,0.71786153
11071,0.005776704
11072,0.76310277
11073,0.92009205
11074,0.34265727
11075,0.5321966
11076,0.8777045
11077,0.5272938
11078,0.6079748
11079,0.87367064
11080,0.6020701
11081,0.7839622
11082,0.003985931
11083,0.0004439394
11084,0.0029861745
11085,0.8326469
11086,0.7064319
11087,0.9015776
11088,0.0010480548
11089,0.35817987
11090,0.0007783867
11091,0.4108617
11092,0.8120013
11093,0.79318506
11094,0.66033334
11095,0.925743
11096,0.925743
11097,0.040314857
11098,0.33313963
11099,0.7336726
11100,0.78975934
11101,0.3243157
11102,0.7313389
11103,0.60141355
11104,0.8887025
11105,0.0018640404
11106,0.0012205243
11107,0.0065574674
11108,0.9723607
11109,0.708868
11110,0.8255622
11222,0.7828004
11223,0.8595419
11224,0.8554431
