Opportunity_ID,Target
10689,0.882393528662574
10690,0.9468517538477722
10691,0.513317661186773
10692,0.6086703857511461
10693,0.6859335439497415
10694,0.6859335439497415
10695,0.4450739010590692
10696,0.5066183980164112
10697,0.8427350821672822
10698,0.7824050002354979
10699,0.8168364988162086
10700,0.8984246464983018
10701,0.8383674755196359
10702,0.7981479566870436
10703,0.7586617207084636
10704,0.7743728447654675
10705,0.5362732220494109
10706,0.0
10707,0.6135200859719859
10708,0.27633502131039855
10709,0.7558044229822647
10710,0.6913841563072991
10711,0.7545553608235523
10712,0.9328850559761498
10713,0.7923557984907185
10714,0.02035574866644485
10715,0.5784896732472059
10716,0.33749331770556223
10717,0.5895746453938101
10718,0.49774319566711916
10719,0.6148434602404539
10720,0.5013981585265498
10721,0.6129164645234024
10722,0.7744597867305697
10723,0.7517440817951798
10724,0.9809876936593231
10725,0.7560985729909487
10726,0.4415695916085629
10727,0.558047052387396
10728,0.7558234630179033
10729,0.7559553629216411
10730,0.7796531710020641
10731,0.0
10732,0.6504765104938323
10733,0.6504765104938323
10734,0.49826533828813724
10735,0.861119185949929
10736,0.5012712116276641
10737,0.6023460592243698
10738,0.6026957118988229
10739,0.6529006331667587
10740,0.4696134308022751
10741,0.845688633390119
10742,0.6961564909020809
10743,0.38017893764411675
10744,0.4142180809411942
10745,0.4142180809411942
10746,0.47004785650719727
10747,0.47004785650719727
10748,0.5122450302859672
10749,0.8786467663794912
10750,0.8839705814475542
10751,0.3949717873459681
10752,0.3949717873459681
10753,0.39195898967215514
10754,0.85429332157077
10755,0.5009681283268416
10756,0.9686226858183614
10757,0.09458800258241366
10758,0.18455819991714348
10759,0.015159858692538651
10760,0.31943101637314825
10761,0.9113656291257559
10762,0.4655287085826642
10763,0.5123096474243714
10764,0.8493246147857404
10765,0.43621407265590983
10766,0.8198309802418446
10767,0.8507296273390103
10768,0.5026061336477593
10769,0.35379500276801173
10770,0.3137062783538671
10771,0.3962149511487051
10772,0.7827991277741134
10773,0.5289853677069141
10774,0.7906845754282528
10775,0.705346813009853
10776,0.6929147770170988
10777,0.5739775071023423
10778,0.6479052839147866
10779,0.7789580161943144
10780,0.3850610948809648
10781,0.4779562440361207
10782,0.3955710491031118
10783,0.4063109760916514
10784,0.8583653616326764
10785,0.24002818980918056
10786,0.018680953971072
10787,0.5085562860315649
10788,0.40372329747285773
10789,0.07682416953784617
10790,0.5114763340085925
10791,0.4167812616753532
10792,0.40646733827402376
10793,0.871656877597145
10794,0.871656877597145
10795,0.8493246147857404
10796,0.6009088767035836
10797,0.6578003110894802
10798,0.6570909477155654
10799,0.8501798466721745
10800,0.8501732364552909
10801,0.8473859027531153
10802,0.3928511687183211
10803,0.2002973146409634
10804,0.7398560545535844
10805,0.04175171554604732
10806,0.6936612040385072
10807,0.2616041286057478
10808,0.4371196162290332
10809,0.5226119166333103
10810,0.0
10811,0.38521794912321966
10812,0.9422455283114393
10813,0.0
10814,0.07277861418796239
10815,0.3653786143674862
10816,0.4496982165109547
10817,0.3768804200663605
10818,0.7863763483318768
10819,0.07671230502158789
10820,0.8499593731159253
10821,0.09458658490062842
10822,0.03751817077127065
10823,0.98224375154862
10824,0.2124659995602496
10825,0.31693989995332705
10826,0.6069479596459465
10827,0.7945241527916863
10828,0.8717224736738618
10829,0.6657126694164431
10830,0.42657953682094113
10831,0.24237643234901876
10832,0.24831233616562132
10833,0.3342565327335893
10834,0.03509970673358622
10835,0.49500727931269295
10836,0.6120972710118483
10837,0.7038829875870398
10838,0.3384979170368449
10839,0.0
10840,0.20332221534008782
10841,0.040493224282570864
10842,0.4607141169073395
10843,0.43137964875339657
10844,0.22102852090508646
10845,0.7512674736259731
10846,0.38330528614994597
10847,0.3652401459330629
10848,0.015134595680035596
10849,0.5314952329194473
10850,0.5520000845956767
10851,0.3440760469457205
10852,0.3169859599315224
10853,0.4383808510898504
10854,0.4764637902768901
10855,0.44509557937384053
10856,0.4027783743692603
10857,0.38430161277115477
10858,0.47641204253747466
10859,0.19124619074119112
10860,0.329429667296253
10861,0.0
10862,0.21912788458979968
10863,0.4827427463624841
10864,0.8206483543013819
10865,0.8745660152204915
10866,0.05672096991354126
10867,0.079759193872432
10868,0.9002544737995787
10869,0.24951719820322618
10870,0.7944622664944041
10871,0.8980917740217039
10872,0.15255994605532133
10873,0.4362128613670986
10874,0.8507296273390103
10875,0.7463341288395792
10876,0.7463315547566914
10877,0.6266858919025938
10878,0.4589162289148699
10879,0.250680273478545
10880,0.22058793368879667
10881,0.880656318367726
10882,0.7501631557590696
10883,0.1979464506628061
10884,0.2889356097164816
10885,0.37426567420065526
10886,0.39349302504204137
10887,0.23536332913617913
10888,0.8680659396886208
10889,0.6288128446676533
10890,0.8680659396886208
10891,0.8491521733858166
10892,0.5369884484565134
10893,0.07563471474346724
10894,0.8491493160957002
10895,0.8680614088576437
10896,0.8507868352602518
10897,0.8843971420016724
10898,0.06035353511333283
10899,0.7640830097519464
10900,0.6139079588883763
10901,0.46322016309128605
10902,0.5248038089457981
10903,0.0
10904,0.3894714938238487
10905,0.4743473473093519
10906,0.7034014931300192
10907,0.3659746838363628
10908,0.2866426482510324
10909,0.5248998152436485
10910,0.15105916524393978
10911,0.9132010006098366
10912,0.7417852347930981
10913,0.878092150551246
10914,0.7077015874513688
10915,0.8603269770900109
10916,0.614938731083318
10917,0.5189449045358944
10918,0.5965156745422552
10919,0.3438423691709695
10920,0.8167132012866175
10921,0.8806052759824208
10922,0.5443292297562036
10923,0.5279489263020841
10924,0.40641461895949293
10925,0.6863614422032419
10926,0.0
10927,0.06813975376455529
10928,0.6073562104778527
10929,0.5951752612132607
10930,0.3697016075577996
10931,0.4489581948454567
10932,0.8455500487790731
10933,0.7502442331536047
10934,0.3482501528609802
10935,0.5546257683731025
10936,0.4220515068051401
10937,0.06126000738022855
10938,0.13490905984915058
10939,0.1450525654427954
10940,0.6432363485694821
10941,0.31859852916844705
10942,0.3186360962377655
10943,0.45028968558474397
10944,0.0
10945,0.5038272273547773
10946,0.7979747774023265
10947,0.35088679238907516
10948,0.7944977061055796
10949,0.3494480223338101
10950,0.0
10951,0.0
10952,0.38503255833417543
10953,0.2582768243270339
10954,0.3850197484687054
10955,0.19299460543128455
10956,0.19637263083303266
10957,0.09953903562580985
10958,0.11836993827411044
10959,0.0
10960,0.9132010006098366
10961,0.37175875758710925
10962,0.0355843775640825
10963,0.4911254084460571
10964,0.6656994122743397
10965,0.0
10966,0.3776377459395098
10967,0.8772780262329095
10968,0.0
10969,0.8627455880256883
10970,0.3584438910280948
10971,0.6870425004760121
10972,0.4658340734621633
10973,0.6795747048039446
10974,0.5150039157603599
10975,0.7984057059247482
10976,0.6469899095692243
10977,0.7939936329666274
10978,0.517025835121157
10979,0.508517440340544
10980,0.4757486276860865
10981,0.41373733436077725
10982,0.4188260157739821
10983,0.4183671774662256
10984,0.39092900479699294
10985,0.05634074219708159
10986,0.8844272121215628
10987,0.8487561958383316
10988,0.019603830646810216
10989,0.44842116052707776
10990,0.3916149766390212
10991,0.13904387409552116
10992,0.0
10993,0.8652403557872956
10994,0.03620587278060517
10995,0.37225945915062664
10996,0.44896531014703434
10997,0.2481433358022836
10998,0.7996252063415523
10999,0.40362507597984193
11000,0.017327958999464158
11001,0.42971665253009983
11002,0.5318917101787259
11003,0.10852798992002266
11004,0.6692536509001068
11005,0.5428977897678846
11006,0.9586425782503439
11007,0.2659215283069902
11008,0.08639183545899276
11009,0.7990147648126132
11010,1.0
11011,0.7481138579788917
11012,0.6535058890731146
11013,0.4030158763643274
11014,0.41121698241361715
11015,0.7945145609064365
11016,0.45147039434309677
11017,0.5253092452972182
11018,0.29345714023143515
11019,0.4705416052648186
11020,0.23792486497780937
11021,0.3470793029671425
11022,0.4180832621044807
11023,0.33553728768728547
11024,0.49456471558052184
11025,0.8698725708373438
11026,0.869872124140348
11027,0.7517355058111164
11028,0.23445307253189185
11029,0.7639876463617835
11030,0.4399037511818978
11031,1.0
11032,0.27803714154293924
11033,1.0
11034,0.0
11035,0.034091383874114804
11036,0.600521572710491
11037,0.6112829284906675
11038,0.33448501070779424
11039,0.2784930335798333
11040,0.055067437787427835
11041,0.8842669507697777
11042,0.3386848383410097
11043,0.39665363875228077
11044,0.6530920043551585
11045,0.13482126092355454
11046,0.193970803384516
11047,0.5347208258125473
11048,0.5611972185234596
11049,0.49188704510257514
11050,0.24681635787757797
11051,0.43822183588303215
