Opportunity_ID,Target
10689,0.6724739000000001
10690,0.6297293
10691,0.72420025
10692,0.8311146
10693,0.7122925999999999
10694,0.7122925999999999
10695,0.11888242
10696,0.17614958
10697,0.3698487
10698,0.3225373
10699,0.57090837
10700,0.8747833
10701,0.86033076
10702,0.72826207
10703,0.95940113
10704,0.6935011
10705,0.9196352
10706,0.44524795
10707,0.26303542
10708,0.22614938
10709,0.8431904
10710,0.4532111
10711,0.6989445
10712,0.8437101999999999
10713,0.60802746
10714,0.37544042
10715,0.8058831
10716,0.3185154000000001
10717,0.4461288
10718,0.7549807
10719,0.84533143
10720,0.27415097
10721,0.5819409000000001
10722,0.6433009
10723,0.73729473
10724,0.79656154
10725,0.8773769
10726,0.422801
10727,0.30404478
10728,0.8723924000000001
10729,0.8392268
10730,0.6434988
10731,0.025
10732,0.7963747
10733,0.7963747
10734,0.34574629999999995
10735,0.916192
10736,0.64949757
10737,0.82469404
10738,0.64878523
10739,0.82782054
10740,0.2030656
10741,0.9162556
10742,0.78318465
10743,0.3128309
10744,0.29580665
10745,0.2958067
10746,0.2958067
10747,0.2958067
10748,0.85736895
10749,0.79617983
10750,0.7179249
10751,0.5924577
10752,0.5924577
10753,0.45970154
10754,0.834617
10755,0.63070107
10756,0.7271505
10757,0.025
10758,0.025
10759,0.025
10760,0.025
10761,0.71113765
10762,0.46310955
10763,0.6096154
10764,0.72076356
10765,0.55783594
10766,0.8766905999999999
10767,0.8816084999999999
10768,0.6592399999999999
10769,0.33152947
10770,0.12272298
10771,0.025
10772,0.81380296
10773,0.1946604
10774,0.13930723
10775,0.13109016
10776,0.22663218
10777,0.39489955
10778,0.9607165
10779,0.84754145
10780,0.8426732
10781,0.6331405
10782,0.8117473000000001
10783,0.5793822
10784,0.7978153
10785,0.25860482
10786,0.025
10787,0.7812498999999999
10788,0.46526235
10789,0.025
10790,0.55607927
10791,0.70207214
10792,0.30768877
10793,0.86109304
10794,0.86109304
10795,0.7208711999999999
10796,0.53368676
10797,0.586539
10798,0.46760482
10799,0.29810035
10800,0.29810035
10801,0.69759583
10802,0.17067513
10803,0.025
10804,0.3660283
10805,0.025
10806,0.7716352
10807,0.368387
10808,0.5605758000000001
10809,0.44729522
10810,0.025
10811,0.025
10812,0.790974
10813,0.025
10814,0.025
10815,0.4609075
10816,0.025
10817,0.053839325999999986
10818,0.87609273
10819,0.025
10820,0.8537362
10821,0.025
10822,0.025
10823,0.83768845
10824,0.025
10825,0.19947019
10826,0.72003555
10827,0.859604
10828,0.76224804
10829,0.975
10830,0.39641336
10831,0.3753117
10832,0.36227006
10833,0.22553489
10834,0.025
10835,0.70616424
10836,0.4240057
10837,0.43167207
10838,0.5882245
10839,0.025
10840,0.6528748999999999
10841,0.025
10842,0.5545139
10843,0.5545139
10844,0.56246275
10845,0.93330204
10846,0.4309488
10847,0.54668504
10848,0.025
10849,0.47493324
10850,0.65254104
10851,0.18883923
10852,0.61070526
10853,0.52380353
10854,0.71499556
10855,0.58640116
10856,0.60774446
10857,0.33751315
10858,0.7223496
10859,0.025
10860,0.12532777
10861,0.025
10862,0.29995617
10863,0.39303845
10864,0.9373486
10865,0.94288266
10866,0.025
10867,0.10575122
10868,0.7440247
10869,0.09522912
10870,0.64843357
10871,0.8826272
10872,0.025
10873,0.55783594
10874,0.8820888000000001
10875,0.8920162
10876,0.7654326
10877,0.7606559
10878,0.41375983
10879,0.20886943
10880,0.110657305
10881,0.55181915
10882,0.85081863
10883,0.13699839
10884,0.61427677
10885,0.3743615
10886,0.45362204
10887,0.069761306
10888,0.7216246999999999
10889,0.7167131
10890,0.7216246999999999
10891,0.7216246999999999
10892,0.6307974000000001
10893,0.025
10894,0.7216246999999999
10895,0.7216246999999999
10896,0.8805028
10897,0.80728424
10898,0.037642032
10899,0.67066735
10900,0.8333261999999999
10901,0.77524793
10902,0.38493952
10903,0.025
10904,0.34770159999999994
10905,0.6985414000000001
10906,0.7071254
10907,0.62091535
10908,0.025
10909,0.78008896
10910,0.025
10911,0.83819735
10912,0.5496429
10913,0.8703568000000002
10914,0.042351454
10915,0.7003273
10916,0.63405585
10917,0.6471205
10918,0.8063419
10919,0.17048842
10920,0.78590757
10921,0.67940634
10922,0.48912185
10923,0.71673965
10924,0.74976915
10925,0.7008916000000001
10926,0.025
10927,0.025
10928,0.52808297
10929,0.79425275
10930,0.42804682
10931,0.5492775
10932,0.8496332000000001
10933,0.8259931
10934,0.36813217
10935,0.7109151
10936,0.8513193000000001
10937,0.025
10938,0.17329067
10939,0.6468267
10940,0.77645564
10941,0.025
10942,0.025
10943,0.025
10944,0.025
10945,0.5107174
10946,0.88672125
10947,0.25956455
10948,0.5766180000000001
10949,0.34845966
10950,0.025
10951,0.025
10952,0.7568425999999999
10953,0.18757021
10954,0.7568425999999999
10955,0.09801075
10956,0.093158305
10957,0.17955318
10958,0.17143098
10959,0.025
10960,0.8384875
10961,0.60240763
10962,0.025
10963,0.025
10964,0.97321725
10965,0.025
10966,0.636051
10967,0.8780263
10968,0.025
10969,0.7953284
10970,0.29287803
10971,0.5313058
10972,0.63231564
10973,0.49820745
10974,0.16345888
10975,0.8417157
10976,0.7652886
10977,0.80572975
10978,0.69384295
10979,0.8510950999999999
10980,0.4736058
10981,0.63315856
10982,0.3538368
10983,0.31091014
10984,0.025
10985,0.025
10986,0.8077655
10987,0.87753415
10988,0.025
10989,0.26332593
10990,0.10569811
10991,0.066887885
10992,0.025
10993,0.893769
10994,0.025
10995,0.4895614
10996,0.4625112
10997,0.13626403
10998,0.83710384
10999,0.63227624
11000,0.025
11001,0.38192624
11002,0.63444144
11003,0.025
11004,0.8414471
11005,0.79935133
11006,0.9053703000000002
11007,0.8007347
11008,0.07847774
11009,0.72564507
11010,0.8313668
11011,0.60667145
11012,0.7223008000000001
11013,0.28815198
11014,0.80007005
11015,0.576923
11016,0.025
11017,0.75199294
11018,0.4477983
11019,0.5011154000000001
11020,0.15090203
11021,0.4039418
11022,0.62962955
11023,0.4404535
11024,0.47600684
11025,0.875239
11026,0.875239
11027,0.875239
11028,0.13310277
11029,0.7261599
11030,0.27289426
11031,0.838922
11032,0.14611673
11033,0.83159184
11034,0.025
11035,0.025
11036,0.34373390000000004
11037,0.5356622
11038,0.39643425
11039,0.91521716
11040,0.025
11041,0.8417950999999999
11042,0.60777825
11043,0.45544013
11044,0.79334897
11045,0.025
11046,0.21942863
11047,0.68364084
11048,0.6499128000000001
11049,0.15334594
11050,0.19296208
11051,0.47124702
11052,0.025
11053,0.025
11054,0.025
11055,0.5281825
11056,0.025
11057,0.8408243000000001
11058,0.025
11059,0.08307469
11060,0.44182193
11061,0.49845606
11062,0.025
11063,0.8079119
11064,0.8079119
11065,0.5880854
11066,0.80631566
11067,0.4776602
11068,0.80631566
11069,0.025
11070,0.4533308
11071,0.025
11072,0.5121965999999999
11073,0.9012838
11074,0.47622952
11075,0.80780417
11076,0.8142814
11077,0.19770777
11078,0.40644974
11079,0.36352822
11080,0.31235045
11081,0.41397887
11082,0.025
11083,0.025
